,fileId,isin,citiesName,myCities,check,pattern
141,0900045c83c0f8d8,XS1293137573,TARGET HOLIDAYS,TARGET HOLIDAYS,True,Business Day Centre
142,0900045c835179f1,XS1262374645,LONDON|NEW YORK|SAO-PAULO|TOKYO,SAO-PAULO|NEW YORK|LONDON|TOKYO,True,Financial Centre
143,0900045c83958883,XS1265861911,HONG KONG,HONG KONG,True,Financial Centre
144,0900045c83b82586,XS1340018529,NEW YORK,NEW YORK,True,Financial Centre
145,0900045c83581574,XS1265256302,LONDON|NEW YORK|SAO-PAULO|TOKYO,SAO-PAULO|NEW YORK|LONDON|TOKYO,True,Financial Centre
146,0900045c83c633f2,XS1350032634,NEW YORK,NEW YORK,True,Business Day
147,0900045c83b723e8,XS1336957029,LONDON|TOKYO,LONDON|TOKYO,True,Financial Centre
148,0900045c8399cf76,XS1190837374,ZURICH,ZURICH,True,Business Day
149,0900045c83b1d1a1,XS1293113988,TARGET HOLIDAYS,TARGET HOLIDAYS,True,Business Day Centre
150,0900045c83ac9caa,XS1293109010,NEW YORK,NEW YORK,True,Business Day Centre
151,0900045c83b42b0c,XS1313801604,LONDON|TOKYO,LONDON|TOKYO,True,Financial Centre
152,0900045c83afb3d1,XS1301503733,LONDON|NEW YORK|TOKYO,NEW YORK|LONDON|TOKYO,True,Business Day
153,0900045c83ac00e5,XS1332081352,NEW YORK,NEW YORK,True,Business Day
154,0900045c83b32e11,XS1289275734,NEW YORK,NEW YORK,True,Financial Centre
155,0900045c83c49f1d,XS1293137227,TARGET HOLIDAYS,TARGET HOLIDAYS,True,Business Day Centre
156,0900045c83c20263,XS1339641000,NEW YORK,NEW YORK,True,Financial Centre
157,0900045c83ac179d,XS1326553168,HONG KONG,HONG KONG,True,Financial Centre
158,0900045c83aab733,XS1329979188,TOKYO,TOKYO,True,Financial Centre
159,0900045c83c7f38e,XS1242196555,LONDON|NEW YORK,NEW YORK|LONDON,True,Business Day
160,0900045c83ace950,XS1332485876,SINGAPORE,SINGAPORE,True,Financial Centre
161,0900045c82d17828,XS1167051256,LONDON,LONDON,True,Business Day
162,0900045c83b592a8,XS1051372495,NEW YORK,NEW YORK,True,Business Day
163,0900045c83c2f6dd,XS1313393131,LONDON|SYDNEY|TOKYO,LONDON|SYDNEY|MELBOURNE|SYDNEY|TOKYO,False,Financial Centre
164,0900045c83b2a375,XS1293123516,NEW YORK,NEW YORK,True,Business Day Centre
165,0900045c83a9e3d6,XS1267246756,LONDON|SYDNEY|TOKYO,LONDON|SYDNEY|MELBOURNE|SYDNEY|TOKYO,False,Financial Centre
166,0900045c83b6cd54,XS1293825110,HONG KONG,HONG KONG,True,Business Day Centre
167,0900045c81d0d57e,XS0961870333,LONDON|TARGET HOLIDAYS,NEW YORK|TARGET HOLIDAYS,False,Business Centre
168,0900045c835f1b83,XS1274030664,LONDON|NEW YORK|SAO-PAULO|TOKYO,SAO-PAULO|NEW YORK|LONDON|TOKYO,True,Financial Centre
169,0900045c83ba7012,XS1313803139,LONDON|TOKYO,TOKYO,False,Business Day
170,0900045c83ba0435,XS1338157834,LONDON|TOKYO,LONDON|TOKYO,True,Financial Centre
171,0900045c83b6cd6a,XS1293813298,HONG KONG,HONG KONG,True,Business Day Centre
172,0900045c83b25f13,XS1254324095,HONG KONG,HONG KONG,True,Financial Centre
173,0900045c83add41c,XS1301482391,LONDON|TOKYO,LONDON|TOKYO,True,Business Day
174,0900045c83a3e37b,XS1301471196,LONDON|TOKYO,LONDON|TOKYO,True,Business Day
175,0900045c833fd034,XS0461332347,LONDON|NEW YORK,NEW YORK|LONDON,True,Business Day
176,0900045c83b331de,XS1293828726,HONG KONG,HONG KONG,True,Business Day Centre
177,0900045c83c10426,XS1344716896,TOKYO,TOKYO,True,Financial Centre
178,0900045c83364a8b,XS1190871472,NEW YORK,NEW YORK,True,Business Day
179,0900045c83a32b42,XS1266620845,NEW YORK,NEW YORK,True,Financial Centre
180,0900045c83ac8edc,XS1326552780,HONG KONG,HONG KONG,True,Financial Centre
181,0900045c83bb0f07,XS1341173976,LONDON|NEW YORK|TOKYO,NEW YORK|LONDON|TOKYO,True,Financial Centre
182,0900045c83b5d289,XS1293830201,HONG KONG,HONG KONG,True,Business Day Centre
183,0900045c83b05631,XS1293112584,ZURICH,ZURICH,True,Business Day Centre
184,0900045c839b32c6,XS1301505274,LONDON|NEW YORK|TOKYO,NEW YORK|LONDON|TOKYO,True,Business Day
185,0900045c83aa2b0a,XS1051362694,LONDON|NEW YORK|TOKYO,NEW YORK|LONDON|TOKYO,True,Business Day
186,0900045c83ace4cb,XS1266613634,ISTANBUL|LONDON|NEW YORK|TARGET HOLIDAYS|TOKYO,NEW YORK|LONDON|TARGET HOLIDAYS|ISTANBUL|TOKYO,True,Financial Centre
187,0900045c83c1ef1c,XS1293140874,NEW YORK,NEW YORK,True,Business Day Centre
188,0900045c83ac3948,XS1266603163,NEW YORK|TOKYO,NEW YORK|TOKYO,True,Financial Centre
189,0900045c83a32aee,XS1266633822,NEW YORK,NEW YORK,True,Financial Centre
190,0900045c83b22e50,XS1293110968,NEW YORK|SAO-PAULO,NEW YORK,False,Business Day Centre
191,0900045c83af1bd1,XS1051364633,LONDON|NEW YORK,NEW YORK|LONDON,True,Business Day
192,0900045c83b668ce,XS1339002252,LONDON,LONDON,True,Financial Centre
193,0900045c83bfb2b9,XS1289655992,NEW YORK,NEW YORK,True,Financial Centre
194,0900045c83ad8a5b,XS1293114440,LONDON,LONDON,True,Business Day Centre
195,0900045c83ac397d,XS1266603080,NEW YORK|TOKYO,NEW YORK|TOKYO,True,Financial Centre
196,0900045c83b37b2e,XS1326565766,NEW YORK,NEW YORK,True,Financial Centre
197,0900045c82d7ac43,XS1061486517,ZURICH,ZURICH,True,Business Day
198,0900045c83bd8872,XS1313390624,LONDON|TOKYO,LONDON|TOKYO,True,Business Centre
199,0900045c83a7de70,XS1325541610,TOKYO,TOKYO,True,Financial Centre
200,0900045c83b3641c,XS1313801869,LONDON|TOKYO,LONDON|TOKYO,True,Financial Centre
201,0900045c82fe07d6,XS0475698857,LONDON|TARGET HOLIDAYS,LONDON|TARGET HOLIDAYS,True,Business Day
202,0900045c83ab87ad,XS1293098734,TARGET HOLIDAYS,TARGET HOLIDAYS,True,Business Day Centre
203,0900045c835ff8bf,XS1275341524,LONDON|NEW YORK|SAO-PAULO|TOKYO,SAO-PAULO|NEW YORK|LONDON|TOKYO,True,Financial Centre
204,0900045c83b38384,XS1293114523,LONDON,LONDON,True,Business Day Centre
205,0900045c83b9fbf9,XS1338875047,LONDON|TOKYO,LONDON|TOKYO,True,Financial Centre
206,0900045c83364a89,XS1190860194,ZURICH,ZURICH,True,Business Day
207,0900045c83afb3a8,XS1312160176,NEW YORK,NEW YORK,True,Financial Centre
208,0900045c83a60463,XS1330686608,NEW YORK|TOKYO,NEW YORK|TOKYO,True,Financial Centre
209,0900045c83cc8665,XS1230150887,LONDON|NEW YORK,NEW YORK,False,Business Day
210,0900045c8315b952,XS1190865151,TARGET HOLIDAYS,TARGET HOLIDAYS,True,Business Day
211,0900045c83ae485b,XS1301480346,LONDON|TOKYO,LONDON|TOKYO,True,Business Day
212,0900045c83b89e82,XS1336930760,TOKYO,TOKYO,True,Financial Centre
213,0900045c83b1fca4,XS1340550810,LONDON|NEW YORK,NEW YORK|LONDON,True,Financial Centre
214,0900045c83bd1ba1,XS1293818172,HONG KONG,HONG KONG,True,Business Day Centre
215,0900045c83c52447,XS1051374350,LONDON|TOKYO,LONDON|TOKYO,True,Business Day
216,0900045c83b89e8a,XS1338149815,TOKYO,TOKYO,True,Financial Centre
217,0900045c838a58c5,XS1190839586,NEW YORK,NEW YORK,True,Business Day
218,0900045c83bf570e,XS1267282553,LONDON|TOKYO,LONDON|TOKYO,True,Financial Centre
219,0900045c83a27d80,XS1325894969,NEW YORK,NEW YORK,True,Business Day
220,0900045c83a1677e,XS1324536249,NEW YORK,NEW YORK,True,Financial Centre
221,0900045c83c1612a,CH0309683933,TARGET HOLIDAYS,TARGET HOLIDAYS,True,Business Day
222,0900045c83a672b8,XS1326567622,NEW YORK,NEW YORK,True,Financial Centre
223,0900045c8307e23a,XS1221061010,NEW YORK,NEW YORK,True,Financial Centre
224,0900045c83adf1c9,XS1267251087,NEW YORK,NEW YORK,True,Financial Centre
225,0900045c83c37d6d,XS1267292784,NEW YORK,NEW YORK,True,Financial Centre
226,0900045c83aabf82,XS1326555619,SYDNEY,SYDNEY|MELBOURNE|SYDNEY,False,Financial Centre
227,0900045c83a63ff5,XS1326564363,HONG KONG,HONG KONG,True,Financial Centre
228,0900045c8271eeff,XS1098729384,NEW YORK,NEW YORK,True,Financial Centre
229,0900045c83aa03c7,XS1266606349,TOKYO,TOKYO,True,Financial Centre
230,0900045c8316e056,XS1190865235,NEW YORK,NEW YORK,True,Business Day
231,0900045c83c3eeef,XS1313396407,LONDON|TOKYO,LONDON|TOKYO,True,Financial Centre
232,0900045c83a8eace,XS1330994689,LONDON|NEW YORK,NEW YORK,False,Business Day
233,0900045c83c25233,XS1051374277,LONDON|TOKYO,LONDON|TOKYO,True,Business Day
234,0900045c83a8f44c,XS1312177733,NEW YORK,NEW YORK,True,Financial Centre
235,0900045c83c2cc88,XS1349940293,LONDON|TOKYO,LONDON|TOKYO,True,Financial Centre
236,0900045c83c2ece5,XS1339638550,NEW YORK,NEW YORK,True,Financial Centre
237,0900045c82ed8d1e,XS1167365607,LONDON|TARGET HOLIDAYS,TARGET HOLIDAYS,False,Business Day
238,0900045c83882a90,XS1190839404,NEW YORK,NEW YORK,True,Business Day
239,0900045c82d905e8,XS1189763557,NEW YORK,NEW YORK,True,Financial Centre
240,0900045c80b013e1,XS0586130022,LONDON|TARGET HOLIDAYS,LONDON|TARGET HOLIDAYS|LUXEMBOURG,False,Business Day
241,0900045c83a6832f,XS1051338041,LONDON|TOKYO,TOKYO,False,Business Day
242,0900045c83b986df,XS1313390111,LONDON|NEW YORK|SAO-PAULO|SYDNEY|TARGET HOLIDAYS|TOKYO,TOKYO|NEW YORK|SAO-PAULO|SYDNEY|MELBOURNE|SYDNEY|LONDON,False,Financial Centre
243,0900045c835179f0,XS1265300993,LONDON|NEW YORK|SAO-PAULO|TOKYO,SAO-PAULO|NEW YORK|LONDON|TOKYO,True,Financial Centre
244,0900045c83b361a9,XS1326569750,NEW YORK,NEW YORK,True,Financial Centre
245,0900045c83cd61cf,XS1289130921,MOSCOU|NEW YORK,MOSCOW|NEW YORK,False,Financial Centre
246,0900045c83a280e0,XS1051338124,LONDON|NEW YORK|TOKYO,NEW YORK,False,Business Day
247,0900045c83573b46,XS1265250792,LONDON|NEW YORK|SAO-PAULO|TOKYO,SAO-PAULO|NEW YORK|LONDON|TOKYO,True,Financial Centre
248,0900045c82ed54fd,XS1202917859,NEW YORK,NEW YORK,True,Financial Centre
249,0900045c83314c84,XS1190858453,NEW YORK,NEW YORK,True,Business Day
250,0900045c83a4ae5d,XS1324219192,LONDON|TOKYO,LONDON|TOKYO,True,Financial Centre
251,0900045c83bd8d1e,XS1326568273,NEW YORK,NEW YORK,True,Financial Centre
252,0900045c83ac399b,XS1266620175,TOKYO,TOKYO,True,Financial Centre
253,0900045c83ae37c3,XS1254327510,HONG KONG,HONG KONG,True,Business Day Centre
254,0900045c82e4708e,XS1195181489,LONDON|NEW YORK|TOKYO,NEW YORK|LONDON|TOKYO,True,Financial Centre
255,0900045c83a0ffc2,XS1222906387,LONDON|NEW YORK|TOKYO,NEW YORK|LONDON|TOKYO,True,Financial Centre
256,0900045c83b6cd6b,XS1293826357,HONG KONG,HONG KONG,True,Business Day Centre
257,0900045c83b8258a,XS1340707659,NEW YORK,NEW YORK,True,Business Day
258,0900045c83c4fcbe,XS1349022480,NEW YORK,NEW YORK,True,Business Day
259,0900045c839f9b64,XS1301490220,LONDON|TOKYO,LONDON|TOKYO,True,Business Day
260,0900045c82f60697,XS1190885340,NEW YORK,NEW YORK,True,Business Day
261,0900045c83c3fc7a,XS1339640374,NEW YORK,NEW YORK,True,Financial Centre
262,0900045c82fe07bf,XS0475698774,LONDON|TARGET HOLIDAYS,LONDON|TARGET HOLIDAYS,True,Business Day
263,0900045c83a8e9d9,XS1267243498,NEW YORK|TARGET HOLIDAYS,NEW YORK|TARGET HOLIDAYS,True,Financial Centre
264,0900045c83364a8e,XS1190859857,TARGET HOLIDAYS,TARGET HOLIDAYS,True,Business Day
265,0900045c839008e1,XS1281373784,LONDON|NEW YORK|TOKYO,NEW YORK|LONDON|TOKYO,True,Business Day
266,0900045c83a966cd,XS1240013158,HONG KONG,HONG KONG,True,Financial Centre
267,0900045c83bb0f0c,XS1336577462,LONDON|TOKYO,LONDON|TOKYO,True,Financial Centre
268,0900045c83b912f0,XS1345321068,LONDON|NEW YORK,NEW YORK|LONDON,True,Financial Centre
269,0900045c83095a2a,XS1166358447,LONDON|NEW YORK,NEW YORK|LONDON,True,Financial Centre
270,0900045c83aa0379,XS1266636171,LONDON|NEW YORK|TARGET HOLIDAYS,NEW YORK|LONDON|TARGET HOLIDAYS,True,Financial Centre
271,0900045c83b630fc,XS1313804533,LONDON|NEW YORK|TOKYO,NEW YORK|LONDON|TOKYO,True,Financial Centre
272,0900045c83528af7,XS0890138794,LONDON|NEW YORK,NEW YORK|LONDON,True,Business Day
